1,1,
1,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,2,
1,1,
1,1,
3,1,
1,1,
2,1,
1,1,
1,1,
1,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
1,1,
1,1,
1,1,
1,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
1,1,
1,1,
2,1,
1,1,
1,2,
1,1,
1,1,
1,1,
2,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
1,3,
2,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
2,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,2,
1,1,
1,1,
3,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,2,
1,1,
1,1,
1,1,
2,1,
1,2,
1,1,
2,1,
1,2,
2,1,
1,1,
1,2,
2,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
2,2,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,67,
1,122,
1,122,
202,122,
403,403,
1,180,
1,2,
1,2,
202,228,
1,228,
202,228,
403,406,
1,135,
1,135,
202,208,
1,208,
202,208,
403,208,
604,671,
1,671,
202,671,
403,540,
1,540,
202,540,
403,578,
1,115,
1,117,
1,117,
202,208,
1,208,
202,265,
1,265,
202,390,
1,390,
202,390,
403,539,
1,9,
1,81,
1,98,
1,30,
1,30,
203,30,
403,30,
604,30,
805,813,
1,813,
202,296,
1,2,
1,2,
203,263,
1,263,
202,263,
403,263,
604,782,
1,117,
1,15,
1,10,
1,95,
1,102,
1,66,
1,4,
1,100,
1,112,
1,112,
202,112,
403,455,
1,162,
1,162,
202,296,
1,5,
1,5,
202,229,
1,147,
1,5,
1,3,
1,3,
202,3,
403,3,
604,606,
1,126,
1,126,
202,322,
1,322,
202,322,
404,322,
604,624,
1,624,
202,624,
403,624,
604,624,
806,624,
1006,1006,
1,10,
1,31,
1,24,
1,24,
202,317,
1,317,
202,209,
1,209,
202,231,
1,231,
202,203,
1,2,
1,5,
1,5,
202,228,
1,105,
1,105,
202,212,
1,212,
202,213,
1,213,
202,213,
403,213,
604,213,
805,213,
1006,213,
1207,1218,
1,8,
1,6,
1,6,
202,6,
403,6,
604,6,
805,811,
1,8,
1,8,
202,206,
1,206,
202,206,
403,206,
604,608,
1,20,
1,20,
202,20,
403,570,
1,26,
1,2,
1,16,
1,14,
1,118,
1,118,
202,118,
403,419,
1,33,
1,1,
1,1,
202,278,
1,24,
1,24,
202,24,
403,431,
1,10,
1,10,
202,205,
1,205,
202,202,
1,32,
1,14,
1,1,
1,1,
202,1,
404,412,
1,412,
202,412,
403,455,
1,2,
1,6,
1,1,
1,89,
1,89,
202,220,
1,220,
202,398,
1,398,
202,202,
1,7,
1,27,
1,23,
1,23,
202,209,
1,1,
1,18,
1,4,
1,38,
1,38,
202,206,
1,10,
1,10,
202,205,
1,205,
202,205,
1,205,
202,203,
1,203,
203,234,
1,5,
1,8,
1,8,
202,8,
403,8,
604,710,
1,11,
1,4,
1,1,
1,154,
1,154,
202,212,
1,116,
1,1,
1,2,
1,10,
1,10,
202,228,
1,228,
204,205,
1,205,
202,227,
2,152,
1,3,
2,3,
202,3,
403,412,
1,412,
202,412,
403,412,
604,412,
805,810,
1,3,
1,3,
202,355,
1,355,
202,355,
403,526,
1,526,
202,317,
1,1,
1,1,
202,1,
403,411,
1,411,
202,208,
1,24,
1,169,
1,169,
202,205,
1,35,
1,35,
203,213,
