,Optimal_Affected_Component_Uid,Optimal_Failure,raw,cube,sqt,log10,ln,log2
704,_SFSVkucdEeet0YmmfbMwkw,CF3,92.361,6.6972,12.6867,3.767,7.0462,9.5694
705,_SFNdrucdEeet0YmmfbMwkw,CF2,7.897,2.5334,3.2956,1.4311,2.5709,3.4239
706,_SFOD_ucdEeet0YmmfbMwkw,CF3,50.4212,5.3012,9.0373,3.1628,5.7399,7.7156
707,_SFSWNecdEeet0YmmfbMwkw,CF3,50.4342,5.3142,9.0503,3.1758,5.7529,7.7286
708,_SFOq5ecdEeet0YmmfbMwkw,CF3,799.5189,49.9632,120.4401,21.6938,48.9823,64.9242
709,_SFS9GucdEeet0YmmfbMwkw,CF3,801.9938,50.0567,120.6817,21.7348,49.0767,65.0605
710,_SFOEpucdEeet0YmmfbMwkw,CF3,28.4849,4.246,6.5444,2.6155,4.5987,6.1062
711,_SFSW3ecdEeet0YmmfbMwkw,CF3,28.4879,4.249,6.5474,2.6185,4.6017,6.1092
712,_SFOFSucdEeet0YmmfbMwkw,CF3,26.4069,4.0671,6.2238,2.4583,4.4029,5.8583
713,_SFS8dOcdEeet0YmmfbMwkw,CF3,26.4169,4.0771,6.2338,2.4683,4.4129,5.8683
714,_SEuUO-cdEeet0YmmfbMwkw,CF3,26.2469,3.9071,6.0638,2.3183,4.2429,5.6983
715,_SEu7g-cdEeet0YmmfbMwkw,CF3,26.2429,3.9031,6.0598,2.3153,4.2389,5.6943
716,_SFOsK-cdEeet0YmmfbMwkw,CF3,15.64,3.2842,4.67,1.9741,3.5071,4.6639
717,_SFTjAecdEeet0YmmfbMwkw,CF3,15.645,3.2892,4.675,1.9791,3.5121,4.6689
718,_SFSVE-cdEeet0YmmfbMwkw,CF3,7.902,2.5384,3.3006,1.4361,2.5759,3.4289
719,_SEtGI-cdEeet0YmmfbMwkw,CF3,7.892,2.5284,3.2906,1.4261,2.5659,3.4189
720,_SEymIucdEeet0YmmfbMwkw,CF2,150.5231,24.2245,16.1702,4.2186,8.0259,10.9669
721,_SEx_LecdEeet0YmmfbMwkw,CF1,26.2609,3.9211,6.0778,2.3323,4.2569,5.7123
722,_SEzNFecdEeet0YmmfbMwkw,CF3,139.6541,7.682,68.7481,4.1361,7.842,10.7038
723,_SEz0XucdEeet0YmmfbMwkw,CF3,1058.6091,42.4717,113.0016,15.4838,34.2477,45.5252
724,_SE0bTOcdEeet0YmmfbMwkw,CF3,97.761,6.8359,13.0815,3.8172,7.1617,9.7391
725,_SFBPiOcdEeet0YmmfbMwkw,CF2,139.6551,7.683,15.468,4.1371,7.843,10.7048
726,_SE8Xm-cdEeet0YmmfbMwkw,CF1,97.766,6.8409,13.0865,3.8222,7.1667,9.7441
727,_SE_aXOcdEeet0YmmfbMwkw,CF2,97.767,6.8419,13.0875,3.8232,7.1677,9.7451
728,_SE9laucdEeet0YmmfbMwkw,CF1,50.3612,5.2412,8.9773,3.1028,5.6849,7.6646
729,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3512,5.2312,8.9673,3.0928,5.7529,7.7286
730,_SFACDOcdEeet0YmmfbMwkw,CF2,50.3752,5.2552,8.9913,3.1168,5.6989,7.6786
731,_SFAodecdEeet0YmmfbMwkw,CF2,50.3762,5.2562,8.9923,3.1178,5.7539,7.7296
732,_SE-z1ucdEeet0YmmfbMwkw,CF1,367.5299,32.7983,71.8503,16.7567,37.5149,49.5831
733,_SE8-E-cdEeet0YmmfbMwkw,CF1,26.2229,3.8831,6.0398,2.2993,4.2189,5.6743
734,_SE9kwOcdEeet0YmmfbMwkw,CF1,26.2319,3.8921,6.0488,2.4883,4.2279,5.6833
735,_SE-zMOcdEeet0YmmfbMwkw,CF1,26.1979,3.8581,6.0148,2.2793,4.1939,5.6493
736,_SE_a1OcdEeet0YmmfbMwkw,CF2,26.2359,3.8961,6.0528,2.3093,4.2319,5.6873
737,_SFABYucdEeet0YmmfbMwkw,CF2,26.2709,3.9311,6.0878,2.3403,4.2669,5.7223
738,_SFApIecdEeet0YmmfbMwkw,CF2,26.2799,3.9401,6.0968,2.3463,4.2759,5.7313
739,_SE-MjecdEeet0YmmfbMwkw,CF1,14.087,3.1461,4.4372,1.8753,3.3487,4.4769
740,_SFDr3ecdEeet0YmmfbMwkw,CF3,1111.3322,38.5422,105.4514,13.4624,29.6184,39.4927
741,_SFDsfecdEeet0YmmfbMwkw,CF3,619.9842,23.9901,62.412,9.1504,19.7166,26.4442
742,_SFESfecdEeet0YmmfbMwkw,CF3,2032.1442,78.3659,213.7495,27.2141,61.531,81.6121
743,_SFETHecdEeet0YmmfbMwkw,CF3,97.777,6.8519,13.0975,3.8332,7.1777,9.7551
744,_SFB2sucdEeet0YmmfbMwkw,CF2,7.894,2.5304,3.2926,1.4281,2.5679,3.4209
745,_SFDFc-cdEeet0YmmfbMwkw,CF3,58.3849,5.6148,9.8262,3.3092,6.061,8.1747
746,_SFCdoucdEeet0YmmfbMwkw,CF3,50.3782,5.2582,8.9943,3.1198,5.7009,7.6806
747,_SFCeSucdEeet0YmmfbMwkw,CF3,28.4759,4.237,6.5354,2.6065,4.5897,6.0972
748,_SFDEzecdEeet0YmmfbMwkw,CF3,26.2999,3.9601,6.1168,2.3653,4.2959,5.7513
749,_SFB3V-cdEeet0YmmfbMwkw,CF3,12.577,3.0444,4.2011,1.8142,3.2209,4.283
750,_SFGveecdEeet0YmmfbMwkw,CF1,97.778,6.8529,13.0985,3.8342,7.1787,9.7561
751,_SFKZ2ecdEeet0YmmfbMwkw,CF1,97.781,6.8559,13.1015,3.8372,7.1817,9.7591
752,_SFMOTecdEeet0YmmfbMwkw,CF2,97.794,6.8679,13.1135,3.8492,7.1937,9.7721
753,_SFNdBOcdEeet0YmmfbMwkw,CF2,97.797,6.8709,13.1165,3.8522,7.1967,9.7751
754,_SFFhEucdEeet0YmmfbMwkw,CF1,50.3882,5.2682,9.0043,3.1298,5.7109,7.6906
755,_SFFhsucdEeet0YmmfbMwkw,CF1,50.3902,5.2702,9.0063,3.1318,5.7549,7.7306
756,_SFJLBecdEeet0YmmfbMwkw,CF1,50.3962,5.2762,9.0123,3.1378,5.7179,7.6966
757,_SFJyFecdEeet0YmmfbMwkw,CF1,50.3982,5.2782,9.0143,3.1398,5.7559,7.7326
758,_SFLBEecdEeet0YmmfbMwkw,CF2,50.4082,5.2882,9.0243,3.1498,5.7289,7.7066
759,_SFLBsecdEeet0YmmfbMwkw,CF2,50.4092,5.2892,9.0253,3.1508,5.7569,7.7346
760,_SFMQGecdEeet0YmmfbMwkw,CF2,50.4182,5.2982,9.0343,3.1598,5.7369,7.7126
761,_SFM1r-cdEeet0YmmfbMwkw,CF2,50.4152,5.2952,9.0313,3.1568,5.7579,7.7366
762,_SFNeMOcdEeet0YmmfbMwkw,CF2,50.4202,5.3002,9.0363,3.1618,5.7389,7.7146
763,_SFGu1-cdEeet0YmmfbMwkw,CF1,27.9569,4.1935,6.4571,2.5742,4.5425,6.0376
764,_SFKZN-cdEeet0YmmfbMwkw,CF1,27.9609,4.1975,6.4611,2.5772,4.5465,6.0416
765,_SFLol-cdEeet0YmmfbMwkw,CF2,27.9629,4.1995,6.4631,2.5792,4.5485,6.0436
766,_SFE6cOcdEeet0YmmfbMwkw,CF1,26.3169,3.9771,6.1338,2.4993,4.3129,5.7683
767,_SFGIqOcdEeet0YmmfbMwkw,CF1,26.3329,3.9931,6.1498,2.3943,4.3289,5.7843
768,_SFGv8ecdEeet0YmmfbMwkw,CF1,26.3389,3.9991,6.1558,2.3983,4.3349,5.7903
769,_SFGwm-cdEeet0YmmfbMwkw,CF1,26.3439,4.0041,6.1608,2.5053,4.3399,5.7953
770,_SFJzYecdEeet0YmmfbMwkw,CF1,26.3529,4.0131,6.1698,2.4093,4.3489,5.8043
771,_SFKaUecdEeet0YmmfbMwkw,CF1,26.3609,4.0211,6.1778,2.4173,4.3569,5.8123
772,_SFLAZ-cdEeet0YmmfbMwkw,CF2,26.3679,4.0281,6.1848,2.4243,4.3639,5.8193
773,_SFLn8ecdEeet0YmmfbMwkw,CF2,26.3799,4.0401,6.1968,2.4353,4.3759,5.8313
774,_SFMOxecdEeet0YmmfbMwkw,CF2,26.3879,4.0481,6.2048,2.4413,4.3839,5.8393
775,_SFMPb-cdEeet0YmmfbMwkw,CF2,26.3919,4.0521,6.2088,2.4443,4.3879,5.8433
776,_SFM2--cdEeet0YmmfbMwkw,CF2,26.3869,4.0471,6.2038,2.4403,4.3829,5.8383
777,_SFGIBOcdEeet0YmmfbMwkw,CF1,14.1,3.1591,4.4322,1.8883,3.3617,4.4719
778,_SFJyvecdEeet0YmmfbMwkw,CF1,14.103,3.1621,4.4332,1.8913,3.3647,4.4729
779,_SFLnTecdEeet0YmmfbMwkw,CF2,14.11,3.1691,4.4342,1.8983,3.3717,4.4739
780,_SFM2V-cdEeet0YmmfbMwkw,CF2,14.112,3.1711,4.4352,1.9003,3.3737,4.4749
781,_SFOq5-cdEeet0YmmfbMwkw,CF3,1117.6972,69.291,195.1192,22.7463,51.3043,68.1537
782,_SFS9HOcdEeet0YmmfbMwkw,CF3,2084.8682,69.4191,195.5066,22.7873,51.3988,68.2899
783,_SEuUQucdEeet0YmmfbMwkw,CF3,764.8747,36.5962,92.9118,14.4575,31.9965,42.5384
784,_SFNdrucdEeet0YmmfbMwkw,CF2,7.897,2.5334,3.2956,1.4311,2.5709,3.4239
785,_SEu7iucdEeet0YmmfbMwkw,CF3,1600.3757,80.1929,205.3328,31.3314,71.1306,94.1604
786,_SEvio-cdEeet0YmmfbMwkw,CF3,1159.7319,60.3514,152.5725,24.0578,54.3697,72.0233
787,_SFOFUOcdEeet0YmmfbMwkw,CF3,58.3879,5.6178,9.8292,3.3102,6.064,8.1777
788,_SFS8eucdEeet0YmmfbMwkw,CF3,58.3889,5.6188,9.8302,3.3112,6.065,8.1787
789,_SFSVlecdEeet0YmmfbMwkw,CF3,50.4322,5.3122,9.0483,3.1738,5.7509,7.7266
790,_SFOEBucdEeet0YmmfbMwkw,CF3,28.4839,4.245,6.5434,2.6145,4.5977,6.1052
791,_SFSWPecdEeet0YmmfbMwkw,CF3,28.4889,4.25,6.5484,2.6195,4.6027,6.1102
792,_SFOEqucdEeet0YmmfbMwkw,CF3,26.4049,4.0651,6.2218,2.4563,4.4009,5.8563
793,_SFSW4ecdEeet0YmmfbMwkw,CF3,26.4249,4.0851,6.2418,2.4763,4.4209,5.8763
794,_SFOri-cdEeet0YmmfbMwkw,CF3,15.639,3.2832,4.669,1.9731,3.5061,4.6629
795,_SFS9wOcdEeet0YmmfbMwkw,CF3,15.642,3.2862,4.672,1.9761,3.5091,4.6659
796,_SFSVGOcdEeet0YmmfbMwkw,CF3,12.583,3.0504,4.2071,1.8202,3.2269,4.287
797,_SEtGKOcdEeet0YmmfbMwkw,CF3,12.571,3.0384,4.1951,1.8082,3.2149,4.278
798,_SFOsMecdEeet0YmmfbMwkw,CF3,7.9,2.5364,3.2986,1.4341,2.5739,3.4269
799,_SFTjB-cdEeet0YmmfbMwkw,CF3,7.904,2.5404,3.3026,1.4381,2.5779,3.4309
800,_SEu7jecdEeet0YmmfbMwkw,CF1,50.3622,5.2422,8.9783,3.1038,5.6859,7.6656
801,_SEvipucdEeet0YmmfbMwkw,CF3,50.3642,5.2442,8.9803,3.1058,5.6879,7.6676
802,_SEuUO-cdEeet0YmmfbMwkw,CF1,26.2459,3.9061,6.0628,2.4913,4.2419,5.6973
803,_SEu7g-cdEeet0YmmfbMwkw,CF1,26.2419,3.9021,6.0588,2.4903,4.2379,5.6933
804,_SEuUbecdEeet0YmmfbMwkw,CF2,8.431,2.61,3.4194,1.5411,2.6694,3.551
805,_SEu7tecdEeet0YmmfbMwkw,CF2,8.427,2.606,3.4154,1.5401,2.6654,3.547
806,_SEuUY-cdEeet0YmmfbMwkw,CF1,5.308,2.198,2.7041,1.167,2.0774,2.7499
807,_SEvio-cdEeet0YmmfbMwkw,CF1,77.1405,6.2592,11.4865,3.5945,6.6639,9.0255
808,_SEuUQucdEeet0YmmfbMwkw,CF1,61.8969,5.7464,10.1592,3.3683,6.2078,8.3566
809,_SEu7iucdEeet0YmmfbMwkw,CF3,1594.0757,79.995,204.7971,31.2522,70.9483,93.8974
810,_SEwJrOcdEeet0YmmfbMwkw,CF3,61.8979,5.7624,10.1602,3.3843,6.1848,8.3576
811,_SEwwpOcdEeet0YmmfbMwkw,CF1,61.8989,5.7474,10.1612,3.3693,6.2088,8.3586
812,_SExXkecdEeet0YmmfbMwkw,CF3,61.8999,5.7484,10.1622,3.3703,6.2098,8.3596
813,_SExYMecdEeet0YmmfbMwkw,CF1,61.9009,5.7494,10.1632,3.3713,6.2108,8.3606
814,_SEx_HucdEeet0YmmfbMwkw,CF3,61.9029,5.7644,10.1652,3.3863,6.1868,8.3626
815,_SEymC-cdEeet0YmmfbMwkw,CF1,61.9039,5.7504,10.1662,3.3723,6.2118,8.3636
816,_SEviuucdEeet0YmmfbMwkw,CF2,150.5211,7.9205,16.1682,4.2166,8.0239,10.9649
817,_SE4FQucdEeet0YmmfbMwkw,CF3,61.8939,5.7444,10.1562,3.3663,6.2058,8.3536
818,_SE4F4ucdEeet0YmmfbMwkw,CF3,61.8929,5.7434,10.1552,3.3653,6.2048,8.3526
819,_SEu7n-cdEeet0YmmfbMwkw,CF1,27.9439,4.1805,6.4441,2.5622,4.5295,6.0246
820,_SEu7pecdEeet0YmmfbMwkw,CF1,10.536,2.8554,3.8583,1.694,2.9976,3.9779
821,_SEu7sOcdEeet0YmmfbMwkw,CF1,8.426,2.605,3.4144,1.4871,2.6644,3.546
822,_SEvizucdEeet0YmmfbMwkw,CF2,8.434,2.613,3.4224,1.4931,2.6724,3.554
823,_SEvi2OcdEeet0YmmfbMwkw,CF2,8.433,2.612,3.4214,1.4921,2.6714,3.553
824,_SEu7xecdEeet0YmmfbMwkw,CF1,7.368,2.4599,3.1738,1.3721,2.4729,3.2954
825,_SEu7uucdEeet0YmmfbMwkw,CF1,6.339,2.3351,2.9485,1.2762,2.2898,3.044
826,_SEvixOcdEeet0YmmfbMwkw,CF2,5.312,2.202,2.7081,1.171,2.0814,2.7539
827,_SEvi5OcdEeet0YmmfbMwkw,CF2,5.309,2.199,2.7051,1.168,2.0784,2.7509
828,_SEwJr-cdEeet0YmmfbMwkw,CF2,50.3652,5.2452,8.9813,3.1068,5.6889,7.6686
829,_SEwwp-cdEeet0YmmfbMwkw,CF2,50.3672,5.2472,8.9833,3.1088,5.6909,7.6706
830,_SEwJwecdEeet0YmmfbMwkw,CF2,27.9469,4.1835,6.4471,2.5652,4.5325,6.0276
831,_SEwwuecdEeet0YmmfbMwkw,CF2,27.9479,4.1845,6.4481,2.5662,4.5335,6.0286
832,_SEwJpecdEeet0YmmfbMwkw,CF2,26.2509,3.9111,6.0678,2.3223,4.2469,5.7023
833,_SEwwnecdEeet0YmmfbMwkw,CF2,26.2539,3.9141,6.0708,2.3253,4.2499,5.7053
834,_SEwwz-cdEeet0YmmfbMwkw,CF2,8.435,2.614,3.4234,1.4941,2.6734,3.555
835,_SEu7tecdEeet0YmmfbMwkw,CF2,8.427,2.606,3.4154,1.5401,2.6654,3.547
836,_SEzM_ucdEeet0YmmfbMwkw,CF3,61.9059,5.7524,10.1682,3.3743,6.2138,8.3656
837,_SEz0QOcdEeet0YmmfbMwkw,CF1,26.2639,3.9241,6.0808,2.4923,4.2599,5.7153
838,_SEz0YucdEeet0YmmfbMwkw,CF3,10.537,2.8704,3.8593,1.695,2.9986,3.9789
839,_SExXpucdEeet0YmmfbMwkw,CF1,27.9489,4.1855,6.4491,2.5842,4.5345,6.0296
840,_SExXiucdEeet0YmmfbMwkw,CF1,26.2569,3.9171,6.0738,2.3283,4.2529,5.7083
841,_SE23mOcdEeet0YmmfbMwkw,CF1,26.2059,3.8661,6.0228,2.4843,4.2019,5.6573
842,_SE23gucdEeet0YmmfbMwkw,CF1,26.2039,3.8641,6.0208,2.4833,4.1999,5.6553
843,_SExYKucdEeet0YmmfbMwkw,CF1,26.2589,3.9191,6.0758,2.3303,4.2549,5.7103
844,_SE23vucdEeet0YmmfbMwkw,CF1,8.41,2.589,3.3984,1.5391,2.6484,3.53
845,_SExXzOcdEeet0YmmfbMwkw,CF1,7.37,2.4619,3.1758,1.3741,2.4749,3.2974
846,_SEz0R-cdEeet0YmmfbMwkw,CF1,61.9049,5.7514,10.1672,3.3733,6.2128,8.3646
847,_SEu7jecdEeet0YmmfbMwkw,CF3,50.3632,5.2432,8.9793,3.1048,5.6869,7.6666
848,_SE7Io-cdEeet0YmmfbMwkw,CF3,50.3602,5.2402,8.9763,3.1018,5.6839,7.6636
849,_SE-MhecdEeet0YmmfbMwkw,CF3,50.3542,5.2342,8.9703,3.0958,5.6779,7.6576
850,_SE23gucdEeet0YmmfbMwkw,CF1,26.2039,3.8641,6.0208,2.4833,4.1999,5.6553
851,_SExYKucdEeet0YmmfbMwkw,CF3,26.2599,3.9201,6.0768,2.3313,4.2559,5.7113
852,_SE1B6-cdEeet0YmmfbMwkw,CF1,26.2019,3.8621,6.0188,2.4823,4.1979,5.6533
853,_SE5TmucdEeet0YmmfbMwkw,CF1,26.2149,3.8751,6.0318,2.4853,4.2109,5.6663
854,_SE57PecdEeet0YmmfbMwkw,CF1,26.2129,3.8731,6.0298,2.2913,4.2089,5.6643
855,_SE3efucdEeet0YmmfbMwkw,CF2,26.2089,3.8691,6.0258,2.2873,4.2049,5.6603
856,_SEwJt-cdEeet0YmmfbMwkw,CF1,14.094,3.1531,4.4402,1.8823,3.3557,4.4799
857,_SE56uecdEeet0YmmfbMwkw,CF2,8.413,2.592,3.4014,1.4741,2.6514,3.533
858,_SE-zTOcdEeet0YmmfbMwkw,CF2,8.406,2.585,3.3944,1.4681,2.6444,3.526
859,_SEx-rucdEeet0YmmfbMwkw,CF1,6.342,2.3381,2.9515,1.2792,2.2928,3.047
860,_SFETJ-cdEeet0YmmfbMwkw,CF1,5.316,2.206,2.7121,1.175,2.0854,2.7579
861,_SFLBz-cdEeet0YmmfbMwkw,CF3,5.331,2.221,2.7271,1.19,2.1004,2.7729
862,_SEu7oecdEeet0YmmfbMwkw,CF1,630.8481,7.9195,63.1093,9.2279,19.8955,26.7023
863,_SE23gucdEeet0YmmfbMwkw,CF1,26.2039,3.8641,6.0208,2.4833,4.1999,5.6553
864,_SE23mOcdEeet0YmmfbMwkw,CF1,26.2059,3.8661,6.0228,2.4843,4.2019,5.6573
865,_SEz0QOcdEeet0YmmfbMwkw,CF1,26.2639,3.9241,6.0808,2.4923,4.2599,5.7153
866,_SEvinOcdEeet0YmmfbMwkw,CF1,26.2479,3.9081,6.0648,2.3193,4.2439,5.6993
867,_SE23vucdEeet0YmmfbMwkw,CF1,8.41,2.589,3.3984,1.5391,2.6484,3.53
868,_SEuUfecdEeet0YmmfbMwkw,CF1,7.369,2.4609,3.1748,1.3731,2.4739,3.2964
869,_SEzNFecdEeet0YmmfbMwkw,CF1,1930.8826,71.6886,196.798,24.6113,55.6015,73.8341
870,_SEz0QOcdEeet0YmmfbMwkw,CF2,26.2649,3.9251,6.0818,2.3353,4.2609,5.7163
871,_SEzz3OcdEeet0YmmfbMwkw,CF1,8.439,2.618,3.4274,1.4981,2.6774,3.559
872,_SEuUd-cdEeet0YmmfbMwkw,CF1,8.432,2.611,3.4204,1.4911,2.6704,3.552
873,_SEuUbecdEeet0YmmfbMwkw,CF2,8.431,2.61,3.4194,1.5411,2.6694,3.551
874,_SEz0d-cdEeet0YmmfbMwkw,CF2,6.345,2.3411,2.9545,1.2822,2.2958,3.05
875,_SE0bNecdEeet0YmmfbMwkw,CF1,61.8899,5.7404,10.1522,3.3623,6.2018,8.3496
876,_SE1B8ucdEeet0YmmfbMwkw,CF3,61.8909,5.7414,10.1532,3.3633,6.2028,8.3506
877,_SE1CkucdEeet0YmmfbMwkw,CF1,61.8919,5.7424,10.1542,3.3643,6.2038,8.3516
878,_SE2Qd-cdEeet0YmmfbMwkw,CF1,97.763,6.8379,13.0835,3.8192,7.1637,9.7411
879,_SE23oOcdEeet0YmmfbMwkw,CF1,2200.4464,47.8059,128.7097,17.0776,37.9469,50.4564
880,_SE3ehucdEeet0YmmfbMwkw,CF1,97.764,6.8389,13.0845,3.8202,7.1647,9.7421
881,_SE2QWecdEeet0YmmfbMwkw,CF3,26.2069,3.8671,6.0238,2.2853,4.2029,5.6583
882,_SE23gucdEeet0YmmfbMwkw,CF3,26.2049,3.8651,6.0218,2.2843,4.2009,5.6563
883,_SE3eaOcdEeet0YmmfbMwkw,CF3,26.2079,3.8681,6.0248,2.2863,4.2039,5.6593
884,_SE23HucdEeet0YmmfbMwkw,CF3,8.409,2.588,3.3974,1.4711,2.6474,3.529
885,_SE23vucdEeet0YmmfbMwkw,CF3,8.411,2.59,3.3994,1.4721,2.6494,3.531
886,_SE3epOcdEeet0YmmfbMwkw,CF3,8.412,2.591,3.4004,1.4731,2.6504,3.532
887,_SE4FWecdEeet0YmmfbMwkw,CF2,102.301,43.1746,115.0481,15.7269,34.8071,46.3324
888,_SE23iecdEeet0YmmfbMwkw,CF1,927.8561,46.7092,118.0617,18.6257,41.5845,55.1319
889,_SE4F5ecdEeet0YmmfbMwkw,CF2,50.3582,5.2382,8.9743,3.0998,5.6819,7.6616
890,_SExYNOcdEeet0YmmfbMwkw,CF2,50.3702,5.2502,8.9863,3.1118,5.6939,7.6736
891,_SE1B9ecdEeet0YmmfbMwkw,CF2,50.3562,5.2362,8.9723,3.0978,5.6799,7.6596
892,_SE3ehOcdEeet0YmmfbMwkw,CF1,41.3904,4.8504,8.0197,2.9204,59.3264,7.0785
893,_SE4FUecdEeet0YmmfbMwkw,CF2,26.2099,3.8701,6.0268,2.2883,4.2059,5.6613
894,_SE23lOcdEeet0YmmfbMwkw,CF1,14.091,3.1501,4.4382,1.8793,3.3527,4.4779
895,_SE3equcdEeet0YmmfbMwkw,CF2,11.071,2.9388,3.9714,1.7502,3.0814,4.0833
896,_SE3eiucdEeet0YmmfbMwkw,CF1,10.525,2.8594,3.8473,1.683,2.9866,3.9669
897,_SEyloOcdEeet0YmmfbMwkw,CF2,8.437,2.616,3.4254,1.4961,2.6754,3.557
898,_SEx-rucdEeet0YmmfbMwkw,CF2,6.343,2.3391,2.9525,1.2802,2.2938,3.048
899,_SE4sz-cdEeet0YmmfbMwkw,CF1,27.9369,4.1735,6.4371,2.5562,4.5225,6.0176
900,_SE5TtucdEeet0YmmfbMwkw,CF1,27.9379,4.1745,6.4381,2.5572,4.5235,6.0186
901,_SE56qecdEeet0YmmfbMwkw,CF1,10.526,2.8604,3.8483,1.684,2.9876,3.9679
902,_SE56w-cdEeet0YmmfbMwkw,CF2,8.414,2.593,3.4024,1.4751,2.6524,3.534
903,_SE4sVecdEeet0YmmfbMwkw,CF2,7.363,2.4549,3.1688,1.3671,2.4679,3.2904
904,_SE4s9ecdEeet0YmmfbMwkw,CF2,7.362,2.4539,3.1678,1.3661,2.4669,3.2894
905,_SE5T3OcdEeet0YmmfbMwkw,CF2,7.364,2.4559,3.1698,1.3681,2.4689,3.2914
906,_SE4GA-cdEeet0YmmfbMwkw,CF1,5.303,2.193,2.6991,1.162,2.0724,2.7449
907,_SE8W5OcdEeet0YmmfbMwkw,CF3,61.8949,5.7454,10.1572,3.3673,6.2068,8.3546
908,_SE7ItecdEeet0YmmfbMwkw,CF3,41.3944,4.8544,8.0237,2.9154,5.2784,7.0825
909,_SE57J-cdEeet0YmmfbMwkw,CF1,26.2119,3.8721,6.0288,2.2903,4.2079,5.6633
910,_SE57PecdEeet0YmmfbMwkw,CF3,26.2139,3.8741,6.0308,2.2923,4.2099,5.6653
911,_SE6h2-cdEeet0YmmfbMwkw,CF1,26.2159,3.8761,6.0328,2.2933,4.2119,5.6673
912,_SE6h8ecdEeet0YmmfbMwkw,CF3,26.2169,3.8771,6.0338,2.2943,4.2129,5.6683
913,_SE7ImecdEeet0YmmfbMwkw,CF1,26.2179,3.8781,6.0348,2.4863,4.2139,5.6693
914,_SE7wA-cdEeet0YmmfbMwkw,CF1,26.2189,3.8791,6.0358,2.2953,4.2149,5.6703
915,_SE7wGecdEeet0YmmfbMwkw,CF3,26.2219,3.8821,6.0388,2.2983,4.2179,5.6733
916,_SE57SecdEeet0YmmfbMwkw,CF1,10.527,2.8614,3.8493,1.685,2.9886,3.9689
917,_SE6h_ecdEeet0YmmfbMwkw,CF1,10.528,2.8624,3.8503,1.686,2.9896,3.9699
918,_SE7wJecdEeet0YmmfbMwkw,CF1,10.529,2.8634,3.8513,1.687,2.9906,3.9709
919,_SE6hd-cdEeet0YmmfbMwkw,CF2,8.415,2.594,3.4034,1.4761,2.6534,3.535
920,_SE6iF-cdEeet0YmmfbMwkw,CF2,8.416,2.595,3.4044,1.4771,2.6544,3.536
921,_SE7wP-cdEeet0YmmfbMwkw,CF2,8.418,2.597,3.4064,1.4791,2.6564,3.538
922,_SE7vpecdEeet0YmmfbMwkw,CF2,7.365,2.4569,3.1708,1.3691,2.4699,3.2924
923,_SE7IwecdEeet0YmmfbMwkw,CF1,5.305,2.195,2.7011,1.164,2.0744,2.7469
924,_SE8W-ecdEeet0YmmfbMwkw,CF1,27.9389,4.1755,6.4391,2.5832,4.5245,6.0196
925,_SE8W3ecdEeet0YmmfbMwkw,CF1,26.2269,3.8871,6.0438,2.3023,4.2229,5.6783
926,_SE8XfecdEeet0YmmfbMwkw,CF1,26.2289,3.8891,6.0458,2.3043,4.2249,5.6803
927,_SE8Xk-cdEeet0YmmfbMwkw,CF1,26.2299,3.8901,6.0468,2.3053,4.2259,5.6813
928,_SE8-HecdEeet0YmmfbMwkw,CF1,26.2239,3.8841,6.0408,2.3003,4.2199,5.6753
929,_SE8-M-cdEeet0YmmfbMwkw,CF1,26.2249,3.8851,6.0418,2.3013,4.2209,5.6763
930,_SE8Xn-cdEeet0YmmfbMwkw,CF1,10.531,2.8654,3.8533,1.689,2.9926,3.9729
931,_SE8-P-cdEeet0YmmfbMwkw,CF1,10.53,2.8644,3.8523,1.688,2.9916,3.9719
932,_SE89uecdEeet0YmmfbMwkw,CF2,8.42,2.599,3.4084,1.4811,2.6584,3.54
933,_SE8-WecdEeet0YmmfbMwkw,CF2,8.419,2.598,3.4074,1.4801,2.6574,3.539
934,_SE8XH-cdEeet0YmmfbMwkw,CF2,7.367,2.4589,3.1728,1.3711,2.4719,3.2944
935,_SE8XBecdEeet0YmmfbMwkw,CF1,5.306,2.196,2.7021,1.165,2.0754,2.7479
936,_SE-Ml-cdEeet0YmmfbMwkw,CF3,833.9874,57.6756,135.7838,26.2645,5.2734,78.4051
937,_SE9kwOcdEeet0YmmfbMwkw,CF1,26.2319,3.8921,6.0488,2.4883,4.2279,5.6833
938,_SE9k1ucdEeet0YmmfbMwkw,CF3,26.2309,3.8911,6.0478,2.3063,4.2269,5.6823
939,_SE9lYOcdEeet0YmmfbMwkw,CF1,26.2329,3.8931,6.0498,2.4893,4.2289,5.6843
940,_SE9lducdEeet0YmmfbMwkw,CF3,26.2349,3.8951,6.0518,2.3083,4.2309,5.6863
941,_SE-L2-cdEeet0YmmfbMwkw,CF1,506.519,44.441,98.6202,22.459,50.9493,67.3492
942,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1919,3.8521,6.0088,2.2733,4.1879,5.6433
943,_SE-Me-cdEeet0YmmfbMwkw,CF1,26.1929,3.8531,6.0098,2.2743,4.1889,5.6443
944,_SE-zGucdEeet0YmmfbMwkw,CF1,26.1969,3.8571,6.0138,2.2783,4.1929,5.6483
945,_SE-zMOcdEeet0YmmfbMwkw,CF3,26.1999,3.8601,6.0168,2.2813,4.1959,5.6513
